,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,geometry,osm_editor_link
34371,343337,JP-1679,small_airport,Soratomo Wind Park Gliderport,34.66842,137.18636,43.0,AS,JP,JP-23,Tahara,no,,,,,,,POINT (137.18635999999998 34.66842),https://www.openstreetmap.org/edit?editor=id#map=18/34.668420/137.186360
34404,343476,JP-1712,small_airport,Ashoro Meto Airfield,43.31811,143.43245,797.0,AS,JP,JP-01,Ashoro,no,,,,,,,POINT (143.43245 43.31810999999999),https://www.openstreetmap.org/edit?editor=id#map=18/43.318110/143.432450
34592,343726,JP-1900,small_airport,JGSDF Narashino Airfield,35.71426,140.06481,95.0,AS,JP,JP-12,Funabashi,no,,,,,,,POINT (140.06481 35.714259999999996),https://www.openstreetmap.org/edit?editor=id#map=18/35.714260/140.064810
34596,343760,JP-1904,small_airport,Yoshiigawa Eku Gliderport,34.6744,134.07234,13.0,AS,JP,JP-33,Setouchi,no,,,,,,,POINT (134.07234 34.6744),https://www.openstreetmap.org/edit?editor=id#map=18/34.674400/134.072340
34623,343940,JP-1931,small_airport,Ieshima West (LHA) Airfield,26.72998,127.75647,,AS,JP,JP-47,Ie,no,,,,,,,POINT (127.75647000000001 26.72998),https://www.openstreetmap.org/edit?editor=id#map=18/26.729980/127.756470
34765,344480,JP-2073,small_airport,Hirosaki Fifteen Club Airstrip,40.70151,140.3239,935.0,AS,JP,JP-02,Hirosaki,no,,,,,,,POINT (140.3239 40.70151),https://www.openstreetmap.org/edit?editor=id#map=18/40.701510/140.323900
34773,344488,JP-2081,small_airport,Twin Ring Motegi South Runway,36.52311,140.22652,646.0,AS,JP,JP-09,Motegi,no,,,,,,,POINT (140.22651999999997 36.523109999999996),https://www.openstreetmap.org/edit?editor=id#map=18/36.523110/140.226520
34774,344489,JP-2082,small_airport,Skyfield Nasu,36.96241,139.97566,1130.0,AS,JP,JP-09,Nasushiobara,no,,,,,,,POINT (139.97565999999998 36.962410000000006),https://www.openstreetmap.org/edit?editor=id#map=18/36.962410/139.975660
34781,344496,JP-2089,small_airport,JGSDF Mitsukojiyama Airstrip,36.5229,136.67166,,AS,JP,JP-17,Kanazawa,no,,,,,,,POINT (136.67166 36.5229),https://www.openstreetmap.org/edit?editor=id#map=18/36.522900/136.671660
34806,344522,JP-2114,small_airport,Nishigawara Airfield,36.99445,137.86808,,AS,JP,JP-15,Itoigawa,no,,,,,,,POINT (137.86808 36.99445),https://www.openstreetmap.org/edit?editor=id#map=18/36.994450/137.868080
34829,344551,JP-2137,small_airport,Tsukuba Gliderport,36.23878,140.06,,AS,JP,JP-08,Chikusei,no,,,,,,,POINT (140.06 36.23877999999999),https://www.openstreetmap.org/edit?editor=id#map=18/36.238780/140.060000
34840,344563,JP-2148,small_airport,Sekijo Ultralightport,36.27129,139.9059,,AS,JP,JP-08,Chikusei,no,,,,,,,POINT (139.90589999999997 36.27129),https://www.openstreetmap.org/edit?editor=id#map=18/36.271290/139.905900
34866,344594,JP-2174,small_airport,Nukata Auxiliary Airfield,34.89433,137.34113,768.0,AS,JP,JP-23,Toyokawa,no,,,,,,,POINT (137.34112999999996 34.89433),https://www.openstreetmap.org/edit?editor=id#map=18/34.894330/137.341130
34978,345046,JP-2286,small_airport,Tachibana Wind Park,33.89122,132.27028,7.0,AS,JP,JP-35,Suooshima,no,,,,,,,POINT (132.27028 33.89122),https://www.openstreetmap.org/edit?editor=id#map=18/33.891220/132.270280
35006,345880,JP-2314,small_airport,Hikone Kojinyama Hangglider Park,35.23572,136.19201,289.0,AS,JP,JP-25,Hikone,no,,,,,,,POINT (136.19201 35.23572),https://www.openstreetmap.org/edit?editor=id#map=18/35.235720/136.192010
35235,348867,JP-2543,small_airport,Tatsuda Auxiliary Airfield,35.15797,136.68484,3.0,AS,JP,JP-23,Aisai,no,,,,,,,POINT (136.68484 35.15797),https://www.openstreetmap.org/edit?editor=id#map=18/35.157970/136.684840
35237,348873,JP-2545,seaplane_base,Setouchi Seaplanes Beppu Seaplane Base,33.29861,131.50398,,AS,JP,JP-44,Beppu,no,,,,,,,POINT (131.50398 33.29860999999998),https://www.openstreetmap.org/edit?editor=id#map=18/33.298610/131.503980
35250,349013,JP-2558,small_airport,Ichishicho Gliderport,34.66876,136.42173,52.0,AS,JP,JP-24,Tsu,no,,,,,,,POINT (136.42173 34.66875999999999),https://www.openstreetmap.org/edit?editor=id#map=18/34.668760/136.421730
35721,354953,JP-3029,small_airport,Kumagaya Trike Club Airfield,36.12158,139.40029,86.0,AS,JP,JP-11,Kumagaya,no,,,,,,,POINT (139.40028999999998 36.12158),https://www.openstreetmap.org/edit?editor=id#map=18/36.121580/139.400290
35739,355589,JP-3047,small_airport,Haneda Gliderport,36.13585,139.90626,72.0,AS,JP,JP-08,Joso,no,,,,,,,POINT (139.90626 36.13585),https://www.openstreetmap.org/edit?editor=id#map=18/36.135850/139.906260
35761,355634,JP-3069,small_airport,Yamatanigawa Auxiliary Airfield,39.36165,141.45675,2575.0,AS,JP,JP-03,Tono,no,,,,,,,POINT (141.45675 39.36165),https://www.openstreetmap.org/edit?editor=id#map=18/39.361650/141.456750
35777,355874,JP-3085,small_airport,Agawa Skypark Gliderport,33.57508,133.06374,2703.0,AS,JP,JP-39,Niyodogawa,no,,,,,,,POINT (133.06374 33.57508),https://www.openstreetmap.org/edit?editor=id#map=18/33.575080/133.063740
35787,356407,JP-3095,small_airport,Kawane Skypark Gliderport,34.95518,138.10416,1945.0,AS,JP,JP-22,Shimada,no,,,,,,,POINT (138.10416000000004 34.95517999999999),https://www.openstreetmap.org/edit?editor=id#map=18/34.955180/138.104160
35788,430012,JP-3096,balloonport,Matsushima Balloonport,38.37654,141.07615,13.0,AS,JP,JP-04,Matsushima,no,,,,,,,POINT (141.07615 38.37653999999999),https://www.openstreetmap.org/edit?editor=id#map=18/38.376540/141.076150
35789,430013,JP-3097,balloonport,Niseko Balloonport,42.84806,140.64375,1364.0,AS,JP,JP-01,Niseko,no,,,,,,,POINT (140.64375 42.84806),https://www.openstreetmap.org/edit?editor=id#map=18/42.848060/140.643750
35790,430014,JP-3098,balloonport,Saga International Balloon Fiesta Balloonport,33.25247,130.2454,7.0,AS,JP,JP-41,Saga,no,,,,,,,POINT (130.2454 33.252469999999995),https://www.openstreetmap.org/edit?editor=id#map=18/33.252470/130.245400
35791,430141,JP-3099,seaplane_base,JMSDF Sasebo Base Sakibe Seaplane Base,33.12606,129.73557,,AS,JP,JP-42,Sasebo,no,,,,,,,POINT (129.73557 33.12606000000001),https://www.openstreetmap.org/edit?editor=id#map=18/33.126060/129.735570
35818,504559,JP-3126,small_airport,Osato Gliderport,38.4368,140.99466,20.0,AS,JP,JP-04,Osato,no,,,,,,,POINT (140.99466 38.43679999999999),https://www.openstreetmap.org/edit?editor=id#map=18/38.436800/140.994660
35819,504560,JP-3127,small_airport,Izumigatake Paragliding School,38.39275,140.72037,1900.0,AS,JP,JP-04,Sendai,no,,,,,,,POINT (140.72037 38.39275),https://www.openstreetmap.org/edit?editor=id#map=18/38.392750/140.720370
35855,508549,JP-3163,small_airport,Kozaki Airfield,35.90741,140.40668,10.0,AS,JP,JP-12,Kozaki,no,,,,,,,POINT (140.40668 35.90741),https://www.openstreetmap.org/edit?editor=id#map=18/35.907410/140.406680
35945,508957,JP-3253,small_airport,Ogurayama Paraglider Launch,36.57134,137.8226,4203.0,AS,JP,JP-20,Omachi,no,,,,,,,POINT (137.8226 36.57134),https://www.openstreetmap.org/edit?editor=id#map=18/36.571340/137.822600
36044,515356,JP-3352,small_airport,JGSDF Nihonbara Airfield,35.11956,134.13694,827.0,AS,JP,JP-33,Nagi,no,,,,,,,POINT (134.13693999999998 35.11956),https://www.openstreetmap.org/edit?editor=id#map=18/35.119560/134.136940
36119,18267,JY07,small_airport,Air-List-Ads Airport,40.695701599121094,-75.13240051269531,360.0,,US,US-NJ,Stewartsville,no,JY07,,JY07,,,,POINT (-75.1324005126953 40.695701599121094),https://www.openstreetmap.org/edit?editor=id#map=18/40.695702/-75.132401
36135,18283,JY24,small_airport,Weiss Farm Airport,40.92369842529297,-74.87039947509766,532.0,,US,US-NJ,Allamuchy,no,JY24,,JY24,,,,POINT (-74.87039947509766 40.92369842529296),https://www.openstreetmap.org/edit?editor=id#map=18/40.923698/-74.870399
36146,18294,JY35,seaplane_base,Allen's Seaplane Base,40.03350067138672,-74.05789947509766,,,US,US-NJ,Brick,no,JY35,,JY35,,,,POINT (-74.05789947509764 40.03350067138672),https://www.openstreetmap.org/edit?editor=id#map=18/40.033501/-74.057899
36161,18306,K00V,small_airport,Meadow Lake Airport,38.9458007812,-104.569999695,6874.0,,US,US-CO,Colorado Springs,no,KFLY,,FLY,http://www.2mla.com/,https://en.wikipedia.org/wiki/Meadow_Lake_Airport_(Colorado),00V,POINT (-104.569999695 38.9458007812),https://www.openstreetmap.org/edit?editor=id#map=18/38.945801/-104.570000
36374,18523,K1V8,small_airport,Leach Airport,37.785399,-106.047632,7598.0,,US,US-CO,Center,no,1V8,,1V8,http://www.leachairport.com/,https://en.wikipedia.org/wiki/Leach_Airport,,POINT (-106.047632 37.78539899999999),https://www.openstreetmap.org/edit?editor=id#map=18/37.785399/-106.047632
36443,18594,K2J2,small_airport,Liberty County Airport,31.784599,-81.641197,98.0,,US,US-GA,Hinesville,no,K2J2,,2J2,,https://en.wikipedia.org/wiki/Liberty_County_Airport_(Georgia),,POINT (-81.641197 31.784599),https://www.openstreetmap.org/edit?editor=id#map=18/31.784599/-81.641197
36514,18670,K3A7,small_airport,Eutaw Municipal Airport,32.819523,-87.864761,170.0,,US,US-AL,Eutaw,no,,,3A7,,https://en.wikipedia.org/wiki/Eutaw_Municipal_Airport,,POINT (-87.864761 32.81952299999999),https://www.openstreetmap.org/edit?editor=id#map=18/32.819523/-87.864761
36535,18692,K3G1,small_airport,Erie County Airport,42.044242,-79.85389,1450.0,,US,US-PA,Wattsburg,no,K3G1,,3G1,,https://en.wikipedia.org/wiki/Erie_County_Airport,,POINT (-79.85388999999999 42.04424199999998),https://www.openstreetmap.org/edit?editor=id#map=18/42.044242/-79.853890
36640,18807,K4B6,small_airport,Ticonderoga Municipal Airport,43.8773,-73.413101,273.0,,US,US-NY,Ticonderoga,no,K4B6,,4B6,,https://en.wikipedia.org/wiki/Ticonderoga_Municipal_Airport,,POINT (-73.413101 43.877300000000005),https://www.openstreetmap.org/edit?editor=id#map=18/43.877300/-73.413101
36684,18853,K4SD,small_airport,Reno-Stead Airport,39.6674,-119.875999,5050.0,,US,US-NV,Reno,no,KRTS,,RTS,http://renoairport.com/reno-stead,https://en.wikipedia.org/wiki/Reno_Stead_Airport,4SD,POINT (-119.87599899999998 39.667399999999994),https://www.openstreetmap.org/edit?editor=id#map=18/39.667400/-119.875999
36768,519826,K60D,small_airport,Bauer Field,43.438457,-83.635433,660.0,,US,US-MI,Reese,no,K60D,,60D,,,,POINT (-83.63543299999999 43.43845699999999),https://www.openstreetmap.org/edit?editor=id#map=18/43.438457/-83.635433
36790,18962,K66V,small_airport,Bluff Airport,37.254986,-109.633035,4476.0,,US,US-UT,Bluff,no,,,66V,,,,POINT (-109.633035 37.254985999999995),https://www.openstreetmap.org/edit?editor=id#map=18/37.254986/-109.633035
36845,19020,K70A,small_airport,Freddie Jones Field,32.2668,-87.718102,161.0,,US,US-AL,Linden,no,K70A,,70A,,https://en.wikipedia.org/wiki/Freddie_Jones_Field,,POINT (-87.718102 32.266799999999996),https://www.openstreetmap.org/edit?editor=id#map=18/32.266800/-87.718102
36848,19023,K71A,small_airport,Pine Hill Municipal Airport,31.966801,-87.583298,123.0,,US,US-AL,Pine Hill,no,K71A,,71A,,https://en.wikipedia.org/wiki/Pine_Hill_Municipal_Airport,,POINT (-87.583298 31.966801000000007),https://www.openstreetmap.org/edit?editor=id#map=18/31.966801/-87.583298
36896,19074,K7N1,small_airport,Corning Painted Post Airport,42.1759,-77.112198,962.0,,US,US-NY,Corning,no,K7N1,,7N1,,https://en.wikipedia.org/wiki/Corning%E2%80%93Painted_Post_Airport,,POINT (-77.11219799999999 42.1759),https://www.openstreetmap.org/edit?editor=id#map=18/42.175900/-77.112198
36978,529859,K93M,small_airport,Rueter Airfield,39.849076,-91.594932,657.0,,US,US-MO,Palmyra,no,K93M,,93M,,,,POINT (-91.59493199999999 39.849076),https://www.openstreetmap.org/edit?editor=id#map=18/39.849076/-91.594932
36995,19176,K9A4,small_airport,Courtland Airport,34.659028,-87.350206,588.0,,US,US-AL,Courtland,no,9A4,,9A4,,https://en.wikipedia.org/wiki/Courtland_Airport,"Courtland Army Airfield, Lawrence County Airport",POINT (-87.350206 34.659028),https://www.openstreetmap.org/edit?editor=id#map=18/34.659028/-87.350206
37028,516561,K9W7,small_airport,Hird Airport,42.903958,-90.363917,1120.0,,US,US-WI,Livingston,no,K9W7,,9W7,https://wisconsindot.gov/Documents/travel/air/airport-info/arpts/livingston.pdf,,,POINT (-90.363917 42.903958),https://www.openstreetmap.org/edit?editor=id#map=18/42.903958/-90.363917
37067,3364,KADW,large_airport,Joint Base Andrews,38.810799,-76.866997,280.0,,US,US-MD,Camp Springs,no,KADW,ADW,ADW,http://www.jba.af.mil/,https://en.wikipedia.org/wiki/Joint_Base_Andrews,Andrews Air Force Base,POINT (-76.86699699999998 38.810799),https://www.openstreetmap.org/edit?editor=id#map=18/38.810799/-76.866997
37072,3365,KAEX,medium_airport,Alexandria International Airport,31.3274,-92.549797,89.0,,US,US-LA,Alexandria,yes,KAEX,AEX,AEX,,https://en.wikipedia.org/wiki/Alexandria_International_Airport_(Louisiana),"England Air Park, England Air Force Base",POINT (-92.549797 31.327400000000004),https://www.openstreetmap.org/edit?editor=id#map=18/31.327400/-92.549797
37073,313453,KAF,small_airport,Karato Airport,-6.2655,155.3052,109.0,OC,PG,PG-NSB,Karato,no,,KAF,KRT,,,Karatu,POINT (155.3052 -6.265499999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-6.265500/155.305200
37207,3391,KBAB,medium_airport,Beale Air Force Base,39.136101,-121.436996,113.0,,US,US-CA,Beale Air Force Base,no,KBAB,BAB,BAB,,https://en.wikipedia.org/wiki/Beale_Air_Force_Base,Marysville,POINT (-121.43699600000001 39.136101000000004),https://www.openstreetmap.org/edit?editor=id#map=18/39.136101/-121.436996
37208,3392,KBAD,medium_airport,Barksdale Air Force Base,32.501801,-93.662697,166.0,,US,US-LA,Bossier City,no,KBAD,BAD,BAD,,https://en.wikipedia.org/wiki/Barksdale_Air_Force_Base,,POINT (-93.66269699999998 32.50180099999999),https://www.openstreetmap.org/edit?editor=id#map=18/32.501801/-93.662697
37223,3395,KBDE,medium_airport,Baudette International Airport,48.7284011841,-94.612197876,1086.0,,US,US-MN,Baudette,no,KBDE,BDE,BDE,,https://en.wikipedia.org/wiki/Baudette_International_Airport,,POINT (-94.612197876 48.72840118409999),https://www.openstreetmap.org/edit?editor=id#map=18/48.728401/-94.612198
37252,336952,KBH,small_airport,Kahama Airstrip,-3.847,32.6865,,AF,TZ,TZ-22,Kahama,no,,KBH,,,https://en.wikipedia.org/wiki/Kahama_Airstrip,,POINT (32.6865 -3.8469999999999995),https://www.openstreetmap.org/edit?editor=id#map=18/-3.847000/32.686500
37284,3417,KBLV,medium_airport,Scott AFB/Midamerica Airport,38.5452,-89.835197,459.0,,US,US-IL,Belleville,yes,KBLV,BLV,BLV,,https://en.wikipedia.org/wiki/Scott_Air_Force_Base,Scott Air Force Base,POINT (-89.835197 38.5452),https://www.openstreetmap.org/edit?editor=id#map=18/38.545200/-89.835197
37367,529864,KC63,seaplane_base,Rayray Seaplane Base,43.251958,-85.059396,839.0,,US,US-MI,Stanton,no,KC63,,C63,,,Half Moon Lake,POINT (-85.05939599999999 43.251958),https://www.openstreetmap.org/edit?editor=id#map=18/43.251958/-85.059396
37378,355455,KCA2,small_airport,The Hill Airstrip,52.218848,-123.449538,,,CA,CA-BC,The Hill,no,,,CA69,,,,POINT (-123.449538 52.218848),https://www.openstreetmap.org/edit?editor=id#map=18/52.218848/-123.449538
37383,19460,KCAO,small_airport,Clayton Municipal Airpark,36.4462013245,-103.166999817,4965.0,,US,US-NM,Clayton,no,KCAO,CAO,CAO,,https://en.wikipedia.org/wiki/Clayton_Municipal_Airpark,,POINT (-103.166999817 36.44620132450001),https://www.openstreetmap.org/edit?editor=id#map=18/36.446201/-103.167000
37391,19466,KCC,seaplane_base,Coffman Cove Seaplane Base,56.012586,-132.835093,,,US,US-AK,Coffman Cove,yes,KCC,KCC,KCC,,https://en.wikipedia.org/wiki/Coffman_Cove_Seaplane_Base,,POINT (-132.835093 56.012585999999985),https://www.openstreetmap.org/edit?editor=id#map=18/56.012586/-132.835093
37506,19548,KCR,small_airport,Colorado Creek Airport,63.5676994324,-155.988998413,860.0,,US,US-AK,Colorado Creek,no,KCR,KCR,KCR,,,,POINT (-155.988998413 63.5676994324),https://www.openstreetmap.org/edit?editor=id#map=18/63.567699/-155.988998
37523,3470,KCTB,medium_airport,Cut Bank International Airport,48.608657,-112.378183,3854.0,,US,US-MT,Cut Bank,no,KCTB,CTB,CTB,http://www.cutbankairport.org/,https://en.wikipedia.org/wiki/Cut_Bank_Municipal_Airport,,POINT (-112.37818299999999 48.608656999999994),https://www.openstreetmap.org/edit?editor=id#map=18/48.608657/-112.378183
37607,3486,KDEN,large_airport,Denver International Airport,39.861698150635,-104.672996521,5431.0,,US,US-CO,Denver,yes,KDEN,DEN,DEN,http://www.flydenver.com/,https://en.wikipedia.org/wiki/Denver_International_Airport,"DVX, KVDX",POINT (-104.67299652099999 39.861698150635),https://www.openstreetmap.org/edit?editor=id#map=18/39.861698/-104.672997
37631,3492,KDMA,medium_airport,Davis Monthan Air Force Base,32.1665000916,-110.883003235,2704.0,,US,US-AZ,Tucson,no,KDMA,DMA,DMA,,https://en.wikipedia.org/wiki/Davis-Monthan_Air_Force_Base,,POINT (-110.88300323499999 32.16650009160001),https://www.openstreetmap.org/edit?editor=id#map=18/32.166500/-110.883003
37652,313408,KDS,small_airport,Kamaran Downs Airport,-24.3388,139.2785,322.0,OC,AU,AU-QLD,Kamaran Downs,no,,KDS,,,,,POINT (139.2785 -24.3388),https://www.openstreetmap.org/edit?editor=id#map=18/-24.338800/139.278500
37673,313409,KDW,seaplane_base,Victoria Reservoir Seaplane Base,7.2415,80.7834,1402.0,AS,LK,LK-2,Kandy,no,,KDW,,,,,POINT (80.7834 7.241499999999999),https://www.openstreetmap.org/edit?editor=id#map=18/7.241500/80.783400
37686,3499,KDYS,medium_airport,Dyess Air Force Base,32.420799,-99.854599,1789.0,,US,US-TX,Abilene,no,KDYS,DYS,DYS,http://www.dyess.af.mil/,https://en.wikipedia.org/wiki/Dyess_Air_Force_Base,,POINT (-99.854599 32.420799),https://www.openstreetmap.org/edit?editor=id#map=18/32.420799/-99.854599
37698,42651,KE-0008,small_airport,Muswani Airport,-1.1359169483184814,35.33414077758789,5600.0,AF,KE,KE-700,Muswani,no,,,,,,,POINT (35.33414077758788 -1.1359169483184812),https://www.openstreetmap.org/edit?editor=id#map=18/-1.135917/35.334141
37700,42653,KE-0010,small_airport,Siana Springs Airport,-1.4833329916000366,35.41666793823242,5350.0,AF,KE,KE-700,Siana Springs,no,,,,,,,POINT (35.41666793823242 -1.4833329916000364),https://www.openstreetmap.org/edit?editor=id#map=18/-1.483333/35.416668
37702,42655,KE-0012,small_airport,Oleshabani Airport,-0.972346007823944,35.74672317504883,6700.0,AF,KE,KE-700,Oleshabani,no,,,,,,,POINT (35.74672317504883 -0.9723460078239438),https://www.openstreetmap.org/edit?editor=id#map=18/-0.972346/35.746723
37703,42656,KE-0013,small_airport,Njoro Country Club Airport,-0.335999995470047,35.91747283935547,7100.0,AF,KE,KE-700,Njoro,no,,,,,,,POINT (35.91747283935546 -0.3359999954700469),https://www.openstreetmap.org/edit?editor=id#map=18/-0.336000/35.917473
37712,42665,KE-0022,small_airport,Seislucho Airport,4.377778053283691,36.21666717529297,1350.0,AF,KE,KE-400,Seislucho,no,,,,,,,POINT (36.21666717529296 4.377778053283691),https://www.openstreetmap.org/edit?editor=id#map=18/4.377778/36.216667
37713,42666,KE-0023,small_airport,Kongoni Airport,-0.8666669726371765,36.23333358764648,6600.0,AF,KE,KE-700,Kongoni,no,,,,,,,POINT (36.23333358764648 -0.8666669726371765),https://www.openstreetmap.org/edit?editor=id#map=18/-0.866667/36.233334
37721,42674,KE-0031,small_airport,Ndume Langa Airport,-0.5193060040473938,36.38414001464844,6500.0,AF,KE,KE-700,Ndume,no,,,,,,,POINT (36.38414001464844 -0.5193060040473938),https://www.openstreetmap.org/edit?editor=id#map=18/-0.519306/36.384140
37723,42676,KE-0033,small_airport,Ol Maisor Airport,0.413292,36.651665,5900.0,AF,KE,KE-700,Ol Maisor,no,,,,,,,POINT (36.651665 0.4132919999999999),https://www.openstreetmap.org/edit?editor=id#map=18/0.413292/36.651665
37726,42679,KE-0036,small_airport,Muridjo Ranch Airport,0.6472219824790955,36.850860595703125,5800.0,AF,KE,KE-700,,no,,,,,,,POINT (36.85086059570312 0.6472219824790955),https://www.openstreetmap.org/edit?editor=id#map=18/0.647222/36.850861
37728,42681,KE-0038,small_airport,Olpejeta Airport,0.0306109990924596,36.90083312988281,5845.0,AF,KE,KE-700,Olpejeta,no,,,,,,,POINT (36.90083312988281 0.0306109990924596),https://www.openstreetmap.org/edit?editor=id#map=18/0.030611/36.900833
37729,42682,KE-0039,small_airport,El Karama Airport,0.1972499936819076,36.91749954223633,5700.0,AF,KE,KE-700,,no,,,,,,,POINT (36.91749954223632 0.1972499936819076),https://www.openstreetmap.org/edit?editor=id#map=18/0.197250/36.917500
37736,42689,KE-0046,small_airport,Oldonyo Farm Airport,0.0972779989242553,37.30086135864258,7800.0,AF,KE,KE-400,,no,,,,,,,POINT (37.30086135864258 0.0972779989242553),https://www.openstreetmap.org/edit?editor=id#map=18/0.097278/37.300861
37743,42696,KE-0053,small_airport,Mbirikani Airport,-2.560832977294922,37.54100036621094,3900.0,AF,KE,KE-700,Mbirikani,no,,,,,,,POINT (37.54100036621094 -2.560832977294922),https://www.openstreetmap.org/edit?editor=id#map=18/-2.560833/37.541000
37744,42697,KE-0054,small_airport,Harris Hills Airport,3.4166669845581055,37.76666641235352,4300.0,AF,KE,KE-400,Harris Hills,no,,,,,,,POINT (37.76666641235352 3.416666984558105),https://www.openstreetmap.org/edit?editor=id#map=18/3.416667/37.766666
37750,356230,KE-0060,small_airport,Nariokotome Mission Airport,4.1232,35.85745,,AF,KE,KE-700,Nariokotome,no,,,,,,,POINT (35.85744999999999 4.123199999999999),https://www.openstreetmap.org/edit?editor=id#map=18/4.123200/35.857450
37753,42706,KE-0063,small_airport,Kone Airport,-2.219193935394287,39.100887298583984,500.0,AF,KE,KE-300,Kone,no,,,,,,,POINT (39.100887298583984 -2.219193935394287),https://www.openstreetmap.org/edit?editor=id#map=18/-2.219194/39.100887
37754,42707,KE-0064,small_airport,Moyale (Boma) Airport,3.450000047683716,39.132999420166016,2790.0,AF,KE,KE-400,Moyale,no,,,,,,,POINT (39.132999420166016 3.4500000476837154),https://www.openstreetmap.org/edit?editor=id#map=18/3.450000/39.132999
37755,42708,KE-0065,small_airport,Crocodile Camp Airport,-3.0691111087799072,39.234222412109375,500.0,AF,KE,KE-300,Crocodile Camp,no,,,,,,,POINT (39.234222412109375 -3.069111108779907),https://www.openstreetmap.org/edit?editor=id#map=18/-3.069111/39.234222
37756,42709,KE-0066,small_airport,Kwale Airport,-4.169795036315918,39.43186569213867,1380.0,AF,KE,KE-300,Kwale,no,,,,,,,POINT (39.43186569213867 -4.169795036315917),https://www.openstreetmap.org/edit?editor=id#map=18/-4.169795/39.431866
37764,44466,KE-0074,small_airport,Laragai Airstrip,0.26957,37.328098,,AF,KE,KE-700,,no,,,,,,,POINT (37.328098 0.2695699999999999),https://www.openstreetmap.org/edit?editor=id#map=18/0.269570/37.328098
37768,318539,KE-0078,small_airport,Kalacha Airport,3.134855,37.426236,,AF,KE,KE-400,Kalacha,no,,,,,,,POINT (37.426235999999996 3.134855),https://www.openstreetmap.org/edit?editor=id#map=18/3.134855/37.426236
37769,318540,KE-0079,small_airport,Kauro Airstrip,1.06402,37.720198,,AF,KE,KE-700,Kauro,no,,,,,,,POINT (37.720198 1.06402),https://www.openstreetmap.org/edit?editor=id#map=18/1.064020/37.720198
37770,318542,KE-0080,small_airport,Baomo Tana Airport,-1.847326,40.091586,200.0,AF,KE,KE-300,Maroni,no,,,,,,,POINT (40.091586 -1.8473259999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-1.847326/40.091586
37772,318544,KE-0082,small_airport,Tana River Rapids Airport,-0.069552,38.382484,,AF,KE,KE-400,,no,,,,,,,POINT (38.38248399999999 -0.069552),https://www.openstreetmap.org/edit?editor=id#map=18/-0.069552/38.382484
37773,318545,KE-0083,small_airport,Tana River Airport,-0.049021,38.308839,,AF,KE,KE-400,,no,,,,,,,POINT (38.308839 -0.049021),https://www.openstreetmap.org/edit?editor=id#map=18/-0.049021/38.308839
37774,318546,KE-0084,small_airport,Rojewero River Airport,0.118977,38.268425,,AF,KE,KE-400,,no,,,,,,,POINT (38.26842499999999 0.118977),https://www.openstreetmap.org/edit?editor=id#map=18/0.118977/38.268425
37776,318689,KE-0086,small_airport,Airspray Naivasha Airfield,-0.802034,36.411967,6200.0,AF,KE,KE-700,Karagita,no,,,,,,,POINT (36.41196699999999 -0.802034),https://www.openstreetmap.org/edit?editor=id#map=18/-0.802034/36.411967
37777,318690,KE-0087,small_airport,Alale Airport,2.267596,35.029196,5000.0,AF,KE,KE-900,Alale,no,,,,,,,POINT (35.029196 2.2675960000000006),https://www.openstreetmap.org/edit?editor=id#map=18/2.267596/35.029196
37778,318691,KE-0088,small_airport,Alia Bay Airport,3.705058,36.262236,,AF,KE,KE-400,Alia Bay,no,,,,,,,POINT (36.262236 3.7050580000000006),https://www.openstreetmap.org/edit?editor=id#map=18/3.705058/36.262236
37779,318692,KE-0089,small_airport,Arabia Airport,3.566973,41.511833,,AF,KE,KE-500,Arabia,no,,,,,,,POINT (41.511832999999996 3.5669729999999995),https://www.openstreetmap.org/edit?editor=id#map=18/3.566973/41.511833
37780,318693,KE-0090,small_airport,Asako Airport,-0.107107,39.046973,500.0,AF,KE,KE-400,,no,,,,,,,POINT (39.046973 -0.107107),https://www.openstreetmap.org/edit?editor=id#map=18/-0.107107/39.046973
37781,318694,KE-0091,small_airport,Athi River Airport,-1.51094,37.034369,,AF,KE,KE-110,Athi River,no,,,,,,,POINT (37.034369 -1.5109399999999997),https://www.openstreetmap.org/edit?editor=id#map=18/-1.510940/37.034369
37783,318696,KE-0093,small_airport,Baragoi West Airport,1.807578,36.679137,,AF,KE,KE-700,Baragoi,no,,,,,,,POINT (36.67913699999999 1.807578),https://www.openstreetmap.org/edit?editor=id#map=18/1.807578/36.679137
37784,318697,KE-0094,small_airport,Barsaloi Airport,1.340706,36.856679,,AF,KE,KE-700,Barsaloi,no,,,,,,,POINT (36.85667899999999 1.340706),https://www.openstreetmap.org/edit?editor=id#map=18/1.340706/36.856679
37785,318698,KE-0095,small_airport,Barton's Naivasha Airport,-0.795118,36.295698,,AF,KE,KE-700,Naivasha,no,,,,,,,POINT (36.295698 -0.795118),https://www.openstreetmap.org/edit?editor=id#map=18/-0.795118/36.295698
37786,318699,KE-0096,small_airport,Crescent Island Naivasha Airport,-0.767433,36.397561,,AF,KE,KE-700,Naivasha,no,,,,,,,POINT (36.397561 -0.767433),https://www.openstreetmap.org/edit?editor=id#map=18/-0.767433/36.397561
